,pred_Tree_0,pred_NN_0,pred_Tree_1,pred_NN_1,pred_Tree_2,pred_NN_2,pred_Tree_3,pred_NN_3,pred_Tree_4,pred_NN_4,pred_Tree_5,pred_NN_5,pred_Tree_6,pred_NN_6,pred_Tree_7,pred_NN_7,pred_Tree_8,pred_NN_8,pred_Tree_9,pred_NN_9
39,393.5222393614896,394.77127,393.3464396164582,387.45206,392.5859490701868,391.4424,393.29968620937206,392.3529,392.442053171346,392.69962,393.0855285385647,389.37927,393.22918261820007,394.14444,393.2420544961365,391.52014,394.0915158876249,395.18466,392.7160515576034,391.46082
40,376.00726874362704,383.36295,375.4859030245591,375.99576,376.59302451336094,379.6302,377.5725225826278,380.09073,380.2998885031164,382.26062,381.05429661540404,377.68085,376.5109107753847,382.25925,374.6407159794327,379.88928,377.3277980143427,382.8863,376.73567444356127,377.9553
41,333.5542992626257,343.261,332.71469415181014,334.5264,332.3159126098377,338.6241,332.5726351787199,339.77515,332.5612864518722,339.4712,331.307436528765,337.0109,333.74003027379047,339.5757,332.76494675266446,339.19476,333.5594216048237,340.48447,334.10569439860757,337.9484
42,389.74472728911803,395.38528,387.81156094096224,385.48328,388.66387983150094,389.99557,387.95785196150297,392.73898,388.3084842045728,391.76276,392.0945378942974,389.09863,389.8903129776923,393.54227,388.17760419543157,389.82196,390.15879757066784,394.57925,388.20174394615407,390.44235
43,409.05190224962485,411.29547,410.16969379707893,401.81595,412.2155678658916,406.26642,409.4433928274417,406.8507,410.2865082969766,408.81628,407.76428261191427,403.76324,408.7521475312351,410.4131,409.154861943858,406.96725,409.81879938483854,409.86813,411.5129046781139,405.56647
44,389.56619450786405,397.73837,388.71595442753863,389.70712,391.17106530983824,393.6768,392.5244664468741,393.9944,389.6881960052352,396.8838,388.8740086523523,391.22964,393.17843552683456,395.28833,389.5249626892111,393.71292,387.27879262413586,396.26645,389.7657406339308,392.94025
45,349.75955285228014,359.44067,348.9662993983544,350.56003,350.48318991025934,355.21362,350.3660620162028,356.48526,349.0233829425278,356.94785,350.5881301774559,353.70554,350.50304627946775,357.2183,347.8065506792776,355.41336,350.2511748043944,357.38376,351.20928582150515,355.54123
46,376.36581209952436,389.16837,375.9630632964474,379.57477,376.45233539634773,384.71652,377.7756619189907,385.35562,377.70447780400934,387.4068,381.0514360664959,382.66006,379.6201175841179,386.74112,378.5088737760703,384.7553,376.6304675266803,387.10464,376.4215451793643,384.25552
47,315.8946426022183,321.66522,315.9660804520764,314.23758,316.2014902575415,318.5308,316.17915657449373,318.46255,315.2151690622193,320.6679,315.02932473471867,316.76544,316.8158735141482,318.63095,316.3911830020742,318.3092,315.68604954117205,319.56686,315.01889380962285,318.55804
48,349.75955285228014,357.85474,348.9662993983544,348.5939,350.48318991025934,353.26334,350.3660620162028,354.39853,349.0233829425278,354.53058,350.5881301774559,351.77563,350.50304627946775,355.32996,347.8065506792776,353.3468,350.2511748043944,355.27798,351.20928582150515,353.31235
49,331.5754237277958,336.7014,331.8239593659985,328.30075,332.26543340300327,334.28937,332.6608610484853,333.51633,333.94387685432065,335.59607,333.7248549840049,331.7814,331.3302229057449,333.2789,331.93373632782306,332.89587,332.5189963995683,333.29324,332.06671564044865,332.95615
50,317.3985541671343,318.8704,316.172351103044,309.99313,317.0649804435239,315.13013,318.23785685148584,314.63818,318.2548923289725,315.8993,317.73208141654584,313.7622,317.427416375036,314.1625,316.0620775453564,314.2249,317.7163926167791,315.39282,316.40100096586934,315.00513
51,389.0239535253746,391.29605,387.6234695882772,383.7081,388.72575717798196,387.75497,388.7728935592814,387.86563,388.3217263514294,389.91684,387.91854948648404,384.3285,389.56472619250974,388.13693,389.55822959388206,387.10864,388.00279249603784,388.84372,388.1720264048516,385.83084
52,393.73062591300084,395.16916,394.513303333792,385.52225,395.0826702489637,390.0875,394.2315909486139,392.6352,394.8415767179454,391.43005,394.4795746460391,389.04633,394.0377479011513,393.4813,393.12853353202405,389.9371,393.24180714427104,394.38156,392.80548896081086,390.46466
53,348.3160400852046,357.98978,347.6019298038611,349.54062,348.9774521712911,355.31326,348.7767993028886,355.40552,347.9783061407243,353.78445,347.94001986189073,353.65625,347.5564346981467,355.49612,347.60466236917955,353.46442,344.76676403143534,356.31308,347.81450287063853,355.07242
54,403.7355129318039,405.05765,403.79414061526876,397.78323,405.25693717843103,401.19144,405.51869546635066,403.2743,403.8234719584524,403.27673,403.30236671503656,401.3437,403.7810364701604,404.1927,404.7584742905771,402.91156,404.0330687062137,404.93594,404.2040390431291,402.67618
55,364.2550688474525,361.97403,364.9699890590996,354.11172,364.36267965407086,358.6215,363.8483369161156,359.8422,362.78752768173797,360.23987,363.576494546537,357.01382,363.6131371312332,359.78647,364.4306809082483,358.5993,364.2076115179092,360.91476,364.8373233382027,358.3546
56,351.90229139692576,357.60056,351.15954390169605,349.31723,351.43927410914074,355.03397,351.74888897502535,355.40927,350.67834908605164,356.3959,352.8193130992473,353.19467,351.62614253107125,355.7837,351.1728414391413,354.14587,350.6537843396413,356.69424,351.51648611380057,355.158
57,403.7740954782781,405.81,401.417145664229,395.26382,401.89178886710147,401.35876,403.1186356484293,403.8443,404.5111893088066,404.49728,401.4837148439449,400.068,403.87582034350663,404.8622,403.7857944738822,400.97406,401.36070521568735,405.00314,404.6360366362984,402.14612
58,414.80288419426336,417.53094,416.02020743111774,409.10226,415.5103426601472,411.43045,415.3519836198161,413.97354,416.8748089517248,414.73907,415.9298461962057,411.2858,413.78120067109046,416.3602,414.76662150549583,413.1928,416.60211830044926,414.6877,415.7679308596735,413.21927
59,369.71220013934055,372.11386,370.1133422276619,363.5934,369.4701213165858,368.90366,370.2413644355087,369.8588,373.0905061967238,371.00623,371.46150169299386,367.50818,369.76849958863056,370.84525,369.3341476147318,368.7309,370.6306674533119,371.77396,372.473013578967,369.2385
60,385.8796273441314,391.191,385.29234121396706,382.10147,385.218778560812,386.20425,384.41613059337635,388.1332,383.46965239434843,387.7897,385.919232909576,384.83655,385.7648868539828,389.57913,385.48506730946866,386.46402,385.4301367134299,390.04047,384.7522982016319,385.85287
61,329.14800473725813,332.70993,327.78297858520733,323.4717,328.6793021488337,329.2764,328.5198767305031,328.82767,328.1674619072352,329.8674,327.85687686952645,327.3455,328.574966288353,328.60962,328.79492023010016,328.28223,329.10125650654027,328.85074,327.7009451363494,328.53732
62,326.20643409203245,336.4547,325.5375611155298,327.14597,326.70934263822704,332.95645,327.05665328995565,332.62125,326.5532284481064,334.4496,325.87440823326426,330.72388,326.932903260974,332.70093,327.00423625625194,332.7801,326.69793460671787,332.92502,326.1584663823543,332.30063
63,312.60053976574414,308.5634,311.1907669148821,300.82895,312.13204242827703,305.40353,311.40882989913825,304.94894,310.4483646627583,306.0166,309.67252223987794,303.7327,312.18566006931053,304.12473,311.69260707702904,303.9677,312.2332146718733,305.7417,310.58937914742546,304.5457
64,306.927532445513,311.68448,306.1711440999187,302.4157,306.00947948857953,307.96335,306.9146631187619,307.70358,305.876066698735,308.90192,306.7519933259584,306.07507,307.1387272664979,307.17978,305.57159804483996,307.88342,305.96912980028753,309.11154,306.8206498769092,307.71527
65,300.83725159590455,304.24118,300.551523558968,297.2959,302.00861001961715,301.37418,301.3191382562081,302.61307,301.1656950343765,302.78006,301.59230932784845,299.88312,301.90157220229474,300.38998,300.710377212254,300.27188,302.44793394764986,301.6257,300.7411863590202,301.57205
66,361.5033308166499,364.50345,360.19182765116676,356.44333,360.7549763322186,360.59628,361.74683134991363,362.0028,360.6527838024021,363.82764,362.8393252671835,359.0841,361.82463277579177,362.49893,359.8612032025212,360.98087,361.37468032942695,362.80792,361.37740235981204,361.57556
67,407.44161265121716,409.9841,407.2467650645617,398.65765,408.1987180361152,405.267,406.88764473828087,406.60373,407.6138493601022,408.20193,406.9320980171094,403.4829,407.7415945889162,408.54446,408.4925077901903,405.4193,407.595523535714,408.55087,408.8877091728064,405.16376
68,396.9693984402363,401.73233,395.95163941784796,392.4812,396.54345677171005,397.3178,396.72721425581665,400.1824,397.76559198045004,400.7141,397.86154661447773,396.432,396.68422093624747,400.6199,395.7903753417677,397.69336,396.4071151618606,401.45242,396.20045551949494,398.5081
69,340.4356807693792,346.1782,340.3862526127574,337.1403,341.9924812981164,342.86063,340.13561914677723,343.76215,339.24702795957415,343.27142,338.6814947066193,340.58716,341.25572159487245,343.2848,338.7628078459628,342.3634,341.47430910108164,343.88742,339.9950709319677,342.446
70,333.15499694642904,339.23904,332.40573681215,330.60675,332.7719269850774,335.00272,332.512874046736,336.1925,332.02672231572194,336.20618,332.28715992016726,333.28186,334.16866540246394,335.86798,333.65731866748723,335.6889,333.30449069741235,337.22906,334.0405421568711,334.2853
71,313.9016033950407,318.12094,313.7397106234519,309.76538,312.8724320216433,314.84064,312.58151930397423,314.46585,312.190406550389,315.24338,313.00635003186784,312.25726,312.27106781422316,313.86258,312.63785124474555,312.82452,312.96491953468814,314.57193,314.057769835158,313.0718
72,316.0489319913622,321.82462,316.25645690242743,314.59842,316.1705179760117,317.74347,315.8776758212943,317.9827,315.6295030966719,319.60217,314.4779028138499,316.38696,316.4916105353515,318.01672,316.6794616783008,317.00723,315.4162454716351,319.8241,314.92610777373983,317.40427
73,404.5215339176464,401.10092,404.87126030253444,391.72653,404.50082332451484,395.80087,403.64506072206984,395.66806,404.1805847093311,397.95502,402.4899585383786,392.69556,402.5497025503344,400.17032,402.5750700919711,395.71158,403.87914944766294,399.23587,405.589268543228,393.89737
74,387.4603159990196,391.7833,387.6762299733879,384.02573,386.9208888840721,387.49454,385.42438005467477,388.54684,385.1610834811722,388.62607,386.5192765195163,384.74164,386.13052667828254,388.2394,386.78485368905183,385.706,386.5964204420338,389.9819,390.65302705740623,386.25122
75,404.5215339176464,400.7095,404.87126030253444,391.08585,404.50082332451484,394.9929,403.64506072206984,395.12808,404.1805847093311,397.6012,402.4899585383786,392.1488,402.5497025503344,399.7712,402.5750700919711,395.24652,403.87914944766294,398.70078,405.589268543228,393.54623
76,396.8104257534411,399.1523,399.0547198083905,391.8801,398.2544899665112,394.70837,396.9433931864311,397.0283,397.72167099037364,397.41376,397.0030288605802,393.5176,395.91044472266316,398.751,396.50236270010157,396.90125,396.8606703972539,398.69727,400.4723112711173,395.4662
77,403.19995349754623,411.77893,407.0317241377169,402.26962,407.5339361384155,406.70816,404.61366200607995,407.7756,407.32619756276245,408.9219,404.12641755500806,404.6131,405.9668710781834,410.99744,406.5306826072629,407.75513,408.1481271062066,410.2741,409.0784609541735,406.60638
78,387.1930724805368,391.27402,387.2931683825584,382.87125,387.1300362492549,387.4852,385.53549540691,387.56076,387.5413950477687,389.52612,386.55873284274026,384.2754,385.66278851516074,388.98016,384.33375250248343,386.59836,386.20253791621565,388.8586,390.42816070680317,386.24127
79,396.27329141870024,402.86093,395.83090026901084,393.22623,395.87323755020395,398.541,397.382218502248,401.39078,397.76559198045004,402.01068,397.8886954764228,397.6427,396.39331363862135,401.70486,395.56035434751135,398.71252,396.90679248904115,402.66776,395.59450498382,399.7682
80,407.44161265121716,408.5499,407.2467650645617,397.7839,408.1987180361152,404.0007,406.88764473828087,405.98752,407.6138493601022,406.7089,406.9320980171094,402.45758,407.7415945889162,407.40494,408.4925077901903,404.11237,407.595523535714,407.35812,408.8877091728064,404.1733
81,406.421981921986,408.08643,406.9288280165138,399.1453,407.4618867133806,402.9221,406.6860670153136,405.09537,408.03662067492485,405.7899,405.84627553407176,402.08948,406.529513396761,407.8394,407.38424467131813,404.87317,407.2386883036649,406.71432,408.8183817716585,404.13968
82,405.6311111117352,409.11136,404.43243337181997,400.836,407.5426331103816,405.5171,406.37607530947605,404.7815,406.4619513791137,406.10638,404.77424316373686,402.06757,405.97651356258126,406.81723,405.884599086942,404.99365,405.23710849194435,407.88104,404.5521173168909,403.83066
83,399.33039615026155,401.1908,400.23196953342904,393.9599,399.5407314135712,396.42438,398.9059958641141,399.0422,397.526247458103,400.77243,399.18449956745883,395.434,398.3616040689861,401.53085,399.5836512980151,398.5469,399.01600242038904,400.23996,400.4774958861455,397.3251
84,404.5215339176464,401.29926,404.87126030253444,391.38138,404.50082332451484,395.3832,403.64506072206984,395.8257,404.1805847093311,398.0067,402.4899585383786,392.67993,402.5497025503344,400.1475,402.5750700919711,395.45465,403.87914944766294,399.21512,405.589268543228,394.10464
85,396.4713472954178,398.33014,396.42407046983703,391.12415,396.2869623805594,393.43823,395.12267997237313,395.9086,393.6751376549971,396.78278,396.1409266031069,392.32343,393.7650038395912,398.06442,394.47157842844825,395.72214,394.09911002448104,397.13058,397.243426923657,394.16397
86,320.38693839092844,324.0639,319.30275013802543,315.52258,320.51589014772395,319.05334,321.00900709685664,319.54752,320.5006611912992,321.3381,319.21211655517175,317.6439,319.8632994413621,320.56253,320.41401365664944,318.3274,320.1293174915909,320.4283,319.3840898914841,319.2904
87,342.94295402906675,353.30417,342.3236695301286,344.16397,342.62009415019685,347.89578,343.0100762792245,348.66733,344.7590576160095,348.6762,344.34827340870174,346.8106,345.17957165401435,349.5457,342.35128309528096,347.94183,344.4155546110636,349.52078,343.23056008205316,348.10272
88,392.81220714404014,393.1873,390.8876175213505,384.13373,392.59336079055805,388.425,394.49765367199166,389.705,394.9031926814766,391.45102,393.4839385053953,386.78473,391.48347985387835,391.8251,393.51187694269646,388.36426,390.8538414404772,392.16342,392.1483316161653,387.82974
89,381.5049125584452,383.98782,381.5173521946829,376.225,381.60690447267274,381.1669,382.507480859858,380.5635,384.2296993265386,382.48343,383.3692958296125,378.49127,383.30648682874676,382.13016,382.1472762188999,379.9469,382.7188278185718,383.32202,383.1451413405586,380.57706
90,393.0748858597475,394.51996,392.26583150512545,385.15506,392.2162546751339,389.5064,392.68724694050246,391.83627,392.5036741076678,390.7026,395.08984845770584,388.38794,393.05681112538167,392.91574,391.6744708722257,389.45285,393.23219673850457,393.7647,390.31643106156986,389.74326
91,349.06516796876065,353.60294,349.1112456833397,345.8909,348.0489935107274,350.41852,348.7234695983928,351.82614,350.76437329218044,351.45792,346.22983881755874,349.057,348.9937859852347,351.41916,348.36119022365597,350.74188,347.95321715810036,353.036,346.4139094361309,350.8511
92,389.0239535253746,394.86246,387.6234695882772,386.93082,388.72575717798196,391.6923,388.7728935592814,390.62433,388.3217263514294,394.00333,387.91854948648404,388.07733,389.56472619250974,391.9129,389.55822959388206,391.19135,388.00279249603784,392.97836,388.1720264048516,389.67734
93,403.88521058306435,406.0615,403.46861654399413,395.72235,403.2130978564829,401.86682,402.3325657404701,403.81253,403.2958810145374,404.56433,402.7510303326934,400.41162,403.0798029083,405.25522,403.55985487099633,401.70264,402.76510766916715,405.1202,404.4711768598236,402.06717
94,398.35973767953186,398.5832,398.25865994161677,390.08725,398.8091901910994,392.7602,397.50903933907574,395.4099,394.8663322418961,397.35687,395.83129509102076,392.96014,397.4252823931833,397.3555,400.09095996778166,395.29077,397.69293042179845,395.5049,397.7315339644894,394.31345
95,391.77006096300624,396.6528,390.8402151603172,389.02402,392.14132057138403,394.07916,392.7697118406782,392.66107,391.1661470531112,395.68372,391.60969382482267,390.75348,391.5916161898964,394.44568,390.9905724653875,392.4596,391.2545457106613,395.1108,391.501930308757,392.23523
96,330.6217588033248,337.6515,330.36192007916054,331.04532,330.2648875019465,335.64624,329.91561582862147,335.315,329.6745937592586,335.88782,331.6562186276727,333.3656,330.1908867257415,334.53928,329.727169929759,334.487,330.9936671216524,334.60214,330.187254093191,335.3133
97,339.35851333081587,340.71686,341.1996771904668,333.8328,341.43800410391304,338.45224,340.4804302019012,338.03198,341.08455937519835,338.51562,340.7436277265949,336.31708,341.12679929745565,337.52365,340.17554868630964,337.2495,342.2865327479517,337.43124,340.76756533747255,338.38586
98,383.37146322860985,385.28156,383.59090864750215,379.71304,383.6270607477891,382.54636,383.07232358668494,383.06027,382.47892156791147,383.92245,384.36604415356464,380.76898,383.43482950789235,385.4634,383.2978602036715,383.20898,382.0781438993376,386.19547,384.02466692130434,381.71072
99,387.1930724805368,389.98767,387.2931683825584,381.81644,387.1300362492549,385.881,385.53549540691,386.56503,387.5413950477687,387.90277,386.55873284274026,383.31525,385.66278851516074,387.40732,384.33375250248343,385.25815,386.20253791621565,387.12646,390.42816070680317,385.20825
100,401.25506685855754,402.88058,402.57453501096086,395.04428,400.9376027925887,398.66248,401.17964103708636,400.58316,402.1683229441676,400.51294,402.3189551487695,397.50598,400.9288781420955,402.48248,402.2844883520805,400.46484,401.8801919863808,402.22824,402.6037192586867,399.3207
101,352.0613252665483,355.7976,352.9773484923231,346.66458,353.24956506017236,351.21548,352.68021057278656,352.5333,352.23100682996113,351.5047,351.2302421852424,350.38885,351.7789288508496,352.5297,352.3752295830689,351.5074,353.6896512348316,354.04608,353.7626262856294,351.43307
